"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
-0.673153618443863,-1.0302624325223,8.66985605544268,-4.84873258059583,-3.00181841152809,0.808767603072333,-3.55156985736654,-0.145245298771898,0.726225674186644,-4.17071861896959,-2.52747572214742,1.48738974039224,5.14247158299493,-5.31132304748244,-1.26944825562826,-1.16500506509341,-0.964030100450089,7.45036070062362,-0.775652560248676,1.07956122570872
3.41633523164243,-1.20357050710074,-3.14412380601934,-0.0319153743204499,-3.56139124716251,2.38174140928821,2.16968406983922,2.47833640084201,0.88672090229828,5.9423581178691,5.17751920135559,4.17813136315524,1.88738132491096,0.0095283001644524,1.25698889754656,1.91943504266734,1.7798488644527,4.52060894537146,-0.788702503433882,1.99683655275844
5.7731513199747,0.468033507870079,2.86901275741264,-4.08831071274584,-3.23255098577739,0.778799702871989,0.85029160870977,-0.326374104535024,1.37149463414172,-1.58497961910519,-0.931852825560827,-2.295339980029,1.57315143510468,-2.11365956019333,-0.246416669583615,-4.290842808729,-3.05503586603353,6.84275404342313,-2.06326403146877,0.404740498705807
8.11903000769779,0.713859762256196,-7.41226447788053,1.21044131877227,-3.74198214567473,5.37246143955683,1.75957027105373,5.96431257145001,-2.31840226761008,-0.0226807506019635,-2.22449943544507,2.20506246876941,-5.68850658693502,-0.957544509843362,0.54253488583629,3.03422635749047,4.31064995058268,1.04650124591392,-3.65936784436784,2.07622313702028
-1.09372766136394,-3.27885582597247,3.98983977735426,-5.69342076940691,-1.16691210502008,0.826314977342102,-0.251941789931771,-3.4300320389912,-1.42359325457472,4.25088921732337,-2.66637194945626,1.69795695149918,3.92897076297007,-2.05244435383165,-4.57237548702266,-3.86211659149781,-3.5527378530853,8.09285644976677,-2.58141285369176,2.0247231004641
2.64909690125326,-4.04045634340185,2.61682340306084,-6.35532063553382,-0.0622454129229052,1.0019950627128,-0.625704889486404,0.307417210585773,3.07232692830365,-3.52476665142158,-4.97335730042345,-1.95552164131401,2.41604116602554,-0.888075260606078,-5.20363159201506,-1.98954241339712,-4.45701004669691,5.58654780639007,-3.01140840333452,-1.15068833159556
10.3967641922091,-1.11342625603643,-2.77493851609488,-3.90447456194862,2.1693308843572,5.66897591397098,-0.36950769277783,-2.65007813773056,-3.28429467447984,-6.33491606938638,2.43585763436918,-2.97240825488237,1.01662017509187,-0.126910977410361,0.167465022542395,1.7268780426807,1.54358875544475,0.650953558856332,-1.14788775617662,0.0765012499654153
0.437851559192562,-4.61252199774574,5.6084825651452,-3.69684510394713,-6.0771591421923,-1.49911181610756,2.4759000302053,1.32404943474881,2.11084562181446,0.163311587601835,-0.407630850912663,1.20941505149487,3.39365500473626,-4.68357020407254,-3.06401168157198,0.14164823301979,-4.57910364305953,6.60407452900694,-1.58268424051718,-1.92365001659091
5.5817531082414,-0.777662714921703,-5.41567627995152,-1.18177692891455,2.79525207388183,5.26173437993075,-1.75729018186798,-5.84969945534149,0.0556385169460156,-1.56093490195363,3.6214589741734,-3.7025220561075,0.482419863789563,1.44922757535653,0.498181716205067,-3.04710254188557,2.27222684907741,2.45750959722614,0.356904570799861,1.34176088772681
4.14482625854856,-0.0591287896731414,6.35575555936964,-5.44251850365523,-5.94567168906965,-1.04998871133214,1.50201451648887,-1.47761696825866,-1.474830055279,-0.208773344172217,-3.65076486739703,-2.37585643563436,1.62404671248817,-3.59226796232507,-4.01634717472805,-5.13199024782328,-2.87606750707068,-0.483648842130612,-3.37278302291034,2.20045970907403
