"","","","","","","","","","","beta"
-0.478913550700091,-0.0491412764354941,-0.297304804684307,0.0872783069872449,-0.229072376259226,0.515732106200988,-0.0953429253085529,-0.125464923226905,-0.244472028309898,0.235513107418648,0
-0.469227624138335,-0.0588864323038229,-0.295487221290385,0.0399582602688585,-0.259343327826051,0.439232849284294,-0.128249981690985,-0.124087855178555,-0.233148434675349,0.205576315947956,0.00200400801603206
-0.773424950587007,-0.14200290432559,-0.504606442904941,-0.124775385970764,-0.573540060830955,0.447500016100549,-0.357172871068161,-0.2093894260604,-0.357601386116818,0.233503526323728,0.00400801603206413
-0.723794231641004,-0.105598582012514,-0.461563842825077,-0.000996169390443363,-0.448031788143422,0.586689778784733,-0.245723092266063,-0.193003788391914,-0.35086607519827,0.282495334903108,0.00601202404809619
-0.495561961353148,-0.0810306962112424,-0.319430632998038,-0.037715724981615,-0.33513002196304,0.347980001980182,-0.196559110118494,-0.133087745265068,-0.235042383141836,0.172951983747279,0.00801603206412826
-0.725278961446084,-0.149959525235028,-0.479756224601367,-0.188258057609408,-0.59242834026352,0.316308389274313,-0.389422879764024,-0.198169830971389,-0.32536319643543,0.179595147628144,0.0100200400801603
-0.62302224944963,-0.11204158462128,-0.405562174123876,-0.0905553009404319,-0.454379488681262,0.374916814639262,-0.280102738261596,-0.168417276506646,-0.289455223857269,0.193597283742364,0.0120240480961924
-0.464842214713046,-0.0562720962878019,-0.291919270449712,0.0483402047541666,-0.250211163460532,0.447825810878152,-0.120356192039492,-0.122705098923064,-0.23219547234017,0.208493222061054,0.0140280561122244
-0.755814448809254,-0.110385163698557,-0.482028059308737,-0.00152791796031625,-0.468226099095218,0.611937292898343,-0.25696665559707,-0.201554581554988,-0.366319885992241,0.294723266014083,0.0160320641282565
-0.761009078465069,-0.1200359065978,-0.48881479374478,-0.0392585343124121,-0.500345117386433,0.561437200518229,-0.287576954312308,-0.203900700833049,-0.363555489813072,0.275904754393334,0.0180360721442886
-0.831362962572842,-0.170295969391842,-0.549304352345175,-0.209016862901188,-0.673888217907557,0.372402512262938,-0.441200060424648,-0.226982801000305,-0.373901937169973,0.209608884927718,0.0200400801603206
-0.865333294207534,-0.158734320810174,-0.564514354733632,-0.138995343389778,-0.641230062719982,0.50155876259908,-0.399152242509972,-0.234256308353652,-0.400181267699911,0.261587116895609,0.0220440881763527
-0.965200504334809,-0.176078906477257,-0.629283556483068,-0.150901658462117,-0.712065544409902,0.565440156095209,-0.442055998076407,-0.261186251808476,-0.44694480573479,0.294061606432633,0.0240480961923848
-0.904095683969072,-0.165194320830989,-0.5895475223147,-0.142462340968481,-0.667839670327623,0.528027751955735,-0.414922186155184,-0.244679473803936,-0.418493676990738,0.274829614481833,0.0260521042084168
-0.815585453838294,-0.142286392087035,-0.529199972538741,-0.0999432953427972,-0.580566921127802,0.517772673579858,-0.352452844204144,-0.219997726485049,-0.381524532802587,0.26371294334998,0.0280561122244489
-0.893591198459049,-0.208697494416213,-0.600442617261137,-0.333489069862659,-0.807712089699301,0.242444081212491,-0.557443272845823,-0.246744848273242,-0.386649399335271,0.165160495169978,0.030060120240481
-0.947185627457034,-0.190081471737977,-0.624292530296139,-0.22142483006093,-0.754967733448928,0.448521301708878,-0.489887397513742,-0.258179575248264,-0.428332859364931,0.248045676514274,0.032064128256513
-0.948355127296691,-0.138202259000644,-0.604704358767077,-0.000631488929110025,-0.586519741085021,0.769690452801323,-0.321444742028708,-0.252867047195391,-0.459818432788113,0.370513282692652,0.0340681362725451
-0.896768767474858,-0.195221861965429,-0.597023409752828,-0.274363367552373,-0.764373869063895,0.33077669603464,-0.513305857370679,-0.24608592517192,-0.396469935961601,0.199075936683738,0.0360721442885771
-0.981709345610234,-0.183232793389547,-0.641665071114911,-0.171053965306341,-0.73770777061512,0.549627671843274,-0.463053527379667,-0.266101194349869,-0.452128809688194,0.289381375294293,0.0380761523046092
-1.11668228503598,-0.190750544066477,-0.72298133346723,-0.119596702336777,-0.781687995291541,0.733931826558178,-0.469384990974579,-0.300776965415114,-0.524789958227504,0.370598929269493,0.0400801603206413
-1.04272640382642,-0.203888615271445,-0.685167404930799,-0.220996974466587,-0.813679320080834,0.526775532940021,-0.521895095319009,-0.283641810226597,-0.474725478747978,0.285644132832591,0.0420841683366733
-0.975118663913956,-0.1804672012482,-0.636757419182825,-0.163392177156627,-0.727764638563363,0.555384242009176,-0.454964080479944,-0.264148811976241,-0.45000554993981,0.291037933206753,0.0440881763527054
-1.05347934615684,-0.200786143549077,-0.690199661844164,-0.201196239255773,-0.80515288096547,0.564230276472362,-0.51039290288217,-0.286004374991803,-0.482712903752568,0.30079103530795,0.0460921843687375
-1.23507876887268,-0.230062077654709,-0.807092242905207,-0.213244555102517,-0.926603570452232,0.694318987866496,-0.581066741543746,-0.334729422758452,-0.569092769541152,0.365149123965112,0.0480961923847695
-1.16252788353983,-0.200275618368518,-0.753325162189496,-0.131691746974871,-0.819285434400976,0.753643083953859,-0.494149961185994,-0.31330844489668,-0.545329170887304,0.381843521709613,0.0501002004008016
-1.33487547224868,-0.28292220080448,-0.885695118538731,-0.375851003927483,-1.11286112411371,0.539581138795957,-0.739185521167892,-0.365479401286786,-0.594719076920712,0.314319240753664,0.0521042084168337
-1.21296207815759,-0.255265706303105,-0.804095120695335,-0.333815460073058,-1.00531735163144,0.501482375226046,-0.665780922377777,-0.331904000579979,-0.541483290048358,0.289872798835529,0.0541082164328657
-1.22736567532753,-0.231502982170677,-0.80317612560709,-0.224119791948777,-0.930169814219457,0.672279080582038,-0.586772502721766,-0.332949982004905,-0.563829392816589,0.356123204769201,0.0561122244488978
-1.20900348171588,-0.286550177871187,-0.814018042343633,-0.468968394235734,-1.10642459750478,0.302252045098501,-0.767791270978574,-0.334291352178318,-0.520637647710175,0.213639328791241,0.0581162324649299
-1.33707095699524,-0.287905439318523,-0.888916814210333,-0.395634117940259,-1.12937554038005,0.512673473725656,-0.755056511876329,-0.366568704337657,-0.593013487079938,0.304245666976338,0.0601202404809619
-1.21183804951029,-0.258967924448037,-0.804888713334552,-0.350214338486407,-1.01718749180136,0.476785559946507,-0.677940563939135,-0.332022045423635,-0.538641800741379,0.280371227940636,0.062124248496994
-1.16420475353378,-0.283134254084515,-0.78666875658071,-0.482141856245096,-1.0888346672489,0.246744270094587,-0.76270317869098,-0.322682662737805,-0.497067684492892,0.188840762679859,0.064128256513026
